timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1520816294127,35,TCP Sampler Text,200,OK,Thread Group 1-3,text,true,,81,0,11,11,35,0,0
1520816294157,20,TCP Sampler Text,200,OK,Thread Group 1-9,text,true,,81,0,12,12,20,0,3
1520816294140,37,TCP Sampler Text,200,OK,Thread Group 1-4,text,true,,81,0,12,12,37,0,0
1520816294177,5,TCP Sampler Binary,200,OK,Thread Group 1-3,text,true,,34,0,13,13,5,0,0
1520816294178,4,TCP Sampler Binary,200,OK,Thread Group 1-4,text,true,,34,0,13,13,4,0,0
1520816294156,28,TCP Sampler Text,200,OK,Thread Group 1-7,text,true,,81,0,13,13,28,0,0
1520816294109,75,TCP Sampler Text,200,OK,Thread Group 1-1,text,true,,81,0,13,13,75,0,0
1520816294131,53,TCP Sampler Text,200,OK,Thread Group 1-5,text,true,,81,0,13,13,53,0,0
1520816294094,94,TCP Sampler Text,200,OK,Thread Group 1-2,text,true,,81,0,15,15,94,0,1
1520816294178,20,TCP Sampler Binary,200,OK,Thread Group 1-9,text,true,,34,0,17,17,20,0,0
1520816294184,15,TCP Sampler Binary,200,OK,Thread Group 1-7,text,true,,34,0,17,17,15,0,0
1520816294185,15,TCP Sampler Binary,200,OK,Thread Group 1-5,text,true,,34,0,17,17,15,0,0
1520816294187,15,TCP Sampler Text,200,OK,Thread Group 1-11,text,true,,81,0,17,17,15,0,5
1520816294194,13,TCP Sampler Text,200,OK,Thread Group 1-15,text,true,,81,0,18,18,13,0,1
1520816294198,10,TCP Sampler Text,200,OK,Thread Group 1-9,text,true,,81,0,18,18,10,0,0
1520816294201,8,TCP Sampler Text,200,OK,Thread Group 1-5,text,true,,81,0,18,18,8,0,0
1520816294206,4,TCP Sampler Text,200,OK,Thread Group 1-19,text,true,,81,0,18,18,4,0,0
1520816294208,3,TCP Sampler Binary,200,OK,Thread Group 1-9,text,true,,34,0,18,18,3,0,0
1520816294182,52,TCP Sampler Text,200,OK,Thread Group 1-3,text,true,,81,0,18,18,52,0,0
1520816294245,3,TCP Sampler Text,200,OK,Thread Group 1-25,text,true,,81,0,23,23,3,0,0
1520816294142,107,TCP Sampler Text,200,OK,Thread Group 1-10,text,true,,81,0,23,23,107,0,46
1520816294248,1,TCP Sampler Binary,200,OK,Thread Group 1-25,text,true,,34,0,23,23,1,0,0
1520816294234,15,TCP Sampler Text,200,OK,Thread Group 1-28,text,true,,81,0,23,23,15,0,1
1520816294236,14,TCP Sampler Text,200,OK,Thread Group 1-24,text,true,,81,0,23,23,14,0,0
1520816294249,1,TCP Sampler Text,200,OK,Thread Group 1-25,text,true,,81,0,24,24,1,0,0
1520816294183,68,TCP Sampler Text,200,OK,Thread Group 1-4,text,true,,81,0,24,24,68,0,0
1520816294178,73,TCP Sampler Text,200,OK,Thread Group 1-18,text,true,,81,0,24,24,73,0,1
1520816294141,111,TCP Sampler Text,200,OK,Thread Group 1-8,text,true,,81,0,24,24,111,0,48
1520816294250,3,TCP Sampler Binary,200,OK,Thread Group 1-24,text,true,,34,0,24,24,2,0,0
1520816294145,108,TCP Sampler Text,200,OK,Thread Group 1-12,text,true,,81,0,24,24,108,0,43
1520816294250,3,TCP Sampler Text,200,OK,Thread Group 1-14,text,true,,81,0,24,24,3,0,1
1520816294210,44,TCP Sampler Binary,200,OK,Thread Group 1-19,text,true,,34,0,25,25,44,0,0
1520816294252,2,TCP Sampler Binary,200,OK,Thread Group 1-18,text,true,,34,0,25,25,2,0,0
1520816294263,4,TCP Sampler Text,200,OK,Thread Group 1-29,text,true,,81,0,31,31,4,0,0
1520816294253,15,TCP Sampler Text,200,OK,Thread Group 1-24,text,true,,81,0,31,31,1,0,0
1520816294254,14,TCP Sampler Binary,200,OK,Thread Group 1-14,text,true,,34,0,31,31,14,0,0
1520816294254,15,TCP Sampler Text,200,OK,Thread Group 1-18,text,true,,81,0,31,31,15,0,0
1520816294255,14,TCP Sampler Text,200,OK,Thread Group 1-20,text,true,,81,0,31,31,14,0,0
1520816294268,1,TCP Sampler Binary,200,OK,Thread Group 1-29,text,true,,34,0,31,31,1,0,0
1520816294256,13,TCP Sampler Text,200,OK,Thread Group 1-32,text,true,,81,0,31,31,13,0,1
1520816294141,130,TCP Sampler Text,200,OK,Thread Group 1-6,text,true,,81,0,32,32,116,0,107
1520816294183,90,TCP Sampler Text,200,OK,Thread Group 1-13,text,true,,81,0,33,33,90,0,0
1520816294185,88,TCP Sampler Binary,200,OK,Thread Group 1-1,text,true,,34,0,33,33,88,0,0
1520816294187,87,TCP Sampler Text,200,OK,Thread Group 1-16,text,true,,81,0,33,33,87,0,0
1520816294188,86,TCP Sampler Binary,200,OK,Thread Group 1-2,text,true,,34,0,33,33,86,0,66
1520816294273,5,TCP Sampler Binary,200,OK,Thread Group 1-13,text,true,,34,0,34,34,5,0,1
1520816294276,4,TCP Sampler Text,200,OK,Thread Group 1-33,text,true,,81,0,34,34,3,0,0
1520816294280,1,TCP Sampler Binary,200,OK,Thread Group 1-33,text,true,,34,0,34,34,0,0,0
1520816294268,13,TCP Sampler Text,200,OK,Thread Group 1-14,text,true,,81,0,34,34,13,0,0
1520816294269,12,TCP Sampler Binary,200,OK,Thread Group 1-20,text,true,,34,0,34,34,12,0,0
1520816294270,11,TCP Sampler Binary,200,OK,Thread Group 1-32,text,true,,34,0,34,34,11,0,0
1520816294271,11,TCP Sampler Binary,200,OK,Thread Group 1-6,text,true,,34,0,34,34,10,0,0
1520816294274,8,TCP Sampler Binary,200,OK,Thread Group 1-16,text,true,,34,0,34,34,8,0,0
1520816294281,1,TCP Sampler Binary,200,OK,Thread Group 1-14,text,true,,34,0,34,34,1,0,1
1520816294197,86,TCP Sampler Text,200,OK,Thread Group 1-17,text,true,,81,0,33,33,86,0,0
1520816294200,84,TCP Sampler Text,200,OK,Thread Group 1-7,text,true,,81,0,34,34,84,0,0
1520816294202,84,TCP Sampler Binary,200,OK,Thread Group 1-11,text,true,,34,0,35,35,84,0,0
1520816294207,80,TCP Sampler Binary,200,OK,Thread Group 1-15,text,true,,34,0,35,35,80,0,0
1520816294209,78,TCP Sampler Binary,200,OK,Thread Group 1-5,text,true,,34,0,35,35,78,0,0
1520816294273,27,TCP Sampler Text,200,OK,Thread Group 1-1,text,true,,81,0,35,35,27,0,1
1520816294269,31,TCP Sampler Text,200,OK,Thread Group 1-29,text,true,,81,0,35,35,31,0,1
1520816294266,35,TCP Sampler Text,200,OK,Thread Group 1-31,text,true,,81,0,35,35,35,0,0
1520816294258,43,TCP Sampler Text,200,OK,Thread Group 1-21,text,true,,81,0,35,35,43,0,0
1520816294255,47,TCP Sampler Text,200,OK,Thread Group 1-23,text,true,,81,0,35,35,47,0,0
1520816294254,48,TCP Sampler Text,200,OK,Thread Group 1-19,text,true,,81,0,35,35,48,0,0
1520816294250,53,TCP Sampler Binary,200,OK,Thread Group 1-25,text,true,,34,0,35,35,53,0,1
1520816294246,57,TCP Sampler Text,200,OK,Thread Group 1-27,text,true,,81,0,34,34,57,0,0
1520816294234,69,TCP Sampler Binary,200,OK,Thread Group 1-3,text,true,,34,0,34,34,69,0,1
1520816294274,30,TCP Sampler Text,200,OK,Thread Group 1-2,text,true,,81,0,34,34,30,0,1
1520816294272,32,TCP Sampler Text,200,OK,Thread Group 1-36,text,true,,81,0,34,34,32,0,0
1520816294270,35,TCP Sampler Text,200,OK,Thread Group 1-34,text,true,,81,0,34,34,35,0,0
1520816294269,36,TCP Sampler Binary,200,OK,Thread Group 1-18,text,true,,34,0,34,34,36,0,0
1520816294268,38,TCP Sampler Binary,200,OK,Thread Group 1-24,text,true,,34,0,33,33,38,0,0
1520816294256,50,TCP Sampler Text,200,OK,Thread Group 1-30,text,true,,81,0,32,32,50,0,0
1520816294253,54,TCP Sampler Binary,200,OK,Thread Group 1-12,text,true,,34,0,32,32,54,0,0
1520816294252,55,TCP Sampler Binary,200,OK,Thread Group 1-8,text,true,,34,0,32,32,55,0,0
1520816294251,56,TCP Sampler Binary,200,OK,Thread Group 1-4,text,true,,34,0,32,32,56,0,0
1520816294249,59,TCP Sampler Binary,200,OK,Thread Group 1-28,text,true,,34,0,31,31,59,0,1
1520816294249,59,TCP Sampler Binary,200,OK,Thread Group 1-10,text,true,,34,0,31,31,59,0,0
1520816294236,72,TCP Sampler Text,200,OK,Thread Group 1-22,text,true,,81,0,31,31,72,0,1
1520816294235,74,TCP Sampler Text,200,OK,Thread Group 1-26,text,true,,81,0,31,31,74,0,0
1520816294282,32,TCP Sampler Text,200,OK,Thread Group 1-16,text,true,,81,0,33,33,32,0,0
1520816294281,33,TCP Sampler Text,200,OK,Thread Group 1-32,text,true,,81,0,33,33,31,0,0
1520816294278,36,TCP Sampler Text,200,OK,Thread Group 1-13,text,true,,81,0,33,33,36,0,0
1520816294282,33,TCP Sampler Text,200,OK,Thread Group 1-6,text,true,,81,0,33,33,33,0,0
1520816294281,34,TCP Sampler Text,200,OK,Thread Group 1-20,text,true,,81,0,33,33,34,0,0
1520816294281,35,TCP Sampler Text,200,OK,Thread Group 1-33,text,true,,81,0,33,33,35,0,0
1520816294284,32,TCP Sampler Binary,200,OK,Thread Group 1-17,text,true,,34,0,33,33,32,0,0
1520816294286,31,TCP Sampler Text,200,OK,Thread Group 1-38,text,true,,81,0,33,33,31,0,0
1520816294287,31,TCP Sampler Text,200,OK,Thread Group 1-15,text,true,,81,0,33,33,31,0,17
1520816294299,19,TCP Sampler Text,200,OK,Thread Group 1-37,text,true,,81,0,33,33,19,0,1
1520816294300,19,TCP Sampler Binary,200,OK,Thread Group 1-29,text,true,,34,0,33,33,19,0,1
1520816294301,18,TCP Sampler Binary,200,OK,Thread Group 1-21,text,true,,34,0,33,33,18,0,1
1520816294302,17,TCP Sampler Binary,200,OK,Thread Group 1-19,text,true,,34,0,32,32,17,0,1
1520816294284,41,TCP Sampler Binary,200,OK,Thread Group 1-7,text,true,,34,0,33,33,40,0,0
1520816294304,21,TCP Sampler Binary,200,OK,Thread Group 1-2,text,true,,34,0,32,32,20,0,0
1520816294307,19,TCP Sampler Text,200,OK,Thread Group 1-12,text,true,,81,0,31,31,19,0,0
1520816294305,21,TCP Sampler Binary,200,OK,Thread Group 1-34,text,true,,34,0,31,31,20,0,0
1520816294308,19,TCP Sampler Text,200,OK,Thread Group 1-28,text,true,,81,0,31,31,18,0,0
1520816294309,18,TCP Sampler Binary,200,OK,Thread Group 1-22,text,true,,34,0,31,31,18,0,0
1520816294310,18,TCP Sampler Text,200,OK,Thread Group 1-40,text,true,,81,0,32,32,18,0,0
1520816294312,17,TCP Sampler Text,200,OK,Thread Group 1-44,text,true,,81,0,32,32,17,0,0
1520816294286,43,TCP Sampler Text,200,OK,Thread Group 1-11,text,true,,81,0,32,32,43,0,1
1520816294299,31,TCP Sampler Text,200,OK,Thread Group 1-35,text,true,,81,0,32,32,31,0,0
1520816294314,18,TCP Sampler Binary,200,OK,Thread Group 1-32,text,true,,34,0,32,32,18,0,0
1520816294300,33,TCP Sampler Binary,200,OK,Thread Group 1-1,text,true,,34,0,31,31,33,0,0
1520816294301,34,TCP Sampler Binary,200,OK,Thread Group 1-31,text,true,,34,0,30,30,33,0,0
1520816294302,33,TCP Sampler Binary,200,OK,Thread Group 1-23,text,true,,34,0,30,30,33,0,0
1520816294303,33,TCP Sampler Binary,200,OK,Thread Group 1-27,text,true,,34,0,30,30,33,0,0
1520816294315,26,TCP Sampler Binary,200,OK,Thread Group 1-13,text,true,,34,0,31,31,26,0,0
1520816294316,26,TCP Sampler Text,200,OK,Thread Group 1-17,text,true,,81,0,30,30,26,0,1
1520816294318,25,TCP Sampler Binary,200,OK,Thread Group 1-15,text,true,,34,0,30,30,25,0,0
1520816294315,31,TCP Sampler Binary,200,OK,Thread Group 1-20,text,true,,34,0,31,31,31,0,0
1520816294304,51,TCP Sampler Text,200,OK,Thread Group 1-42,text,true,,81,0,30,30,51,0,6
1520816294309,47,TCP Sampler Binary,200,OK,Thread Group 1-26,text,true,,34,0,31,31,47,0,0
1520816294308,48,TCP Sampler Text,200,OK,Thread Group 1-10,text,true,,81,0,31,31,48,0,0
1520816294307,50,TCP Sampler Text,200,OK,Thread Group 1-8,text,true,,81,0,31,31,50,0,0
1520816294306,51,TCP Sampler Binary,200,OK,Thread Group 1-30,text,true,,34,0,31,31,51,0,1
1520816294305,52,TCP Sampler Binary,200,OK,Thread Group 1-36,text,true,,34,0,31,31,52,0,0
1520816294339,19,TCP Sampler Text,200,OK,Thread Group 1-43,text,true,,81,0,31,31,19,0,1
1520816294336,22,TCP Sampler Text,200,OK,Thread Group 1-23,text,true,,81,0,31,31,22,0,0
1520816294328,31,TCP Sampler Text,200,OK,Thread Group 1-41,text,true,,81,0,31,31,31,0,1
1520816294331,28,TCP Sampler Binary,200,OK,Thread Group 1-35,text,true,,34,0,31,31,28,0,0
1520816294323,36,TCP Sampler Text,200,OK,Thread Group 1-39,text,true,,81,0,31,31,36,0,0
1520816294318,42,TCP Sampler Binary,200,OK,Thread Group 1-37,text,true,,34,0,31,31,42,0,1
1520816294316,44,TCP Sampler Binary,200,OK,Thread Group 1-33,text,true,,34,0,31,31,44,0,0
1520816294329,31,TCP Sampler Binary,200,OK,Thread Group 1-44,text,true,,34,0,31,31,31,0,1
1520816294327,34,TCP Sampler Binary,200,OK,Thread Group 1-28,text,true,,34,0,30,30,34,0,0
1520816294317,50,TCP Sampler Binary,200,OK,Thread Group 1-38,text,true,,34,0,29,29,50,0,0
1520816294321,48,TCP Sampler Text,200,OK,Thread Group 1-21,text,true,,81,0,30,30,48,0,0
1520816294315,55,TCP Sampler Binary,200,OK,Thread Group 1-6,text,true,,34,0,31,31,55,0,0
1520816294357,14,TCP Sampler Binary,200,OK,Thread Group 1-8,text,true,,34,0,30,30,14,0,0
1520816294356,15,TCP Sampler Text,200,OK,Thread Group 1-26,text,true,,81,0,29,29,15,0,1
1520816294356,15,TCP Sampler Binary,200,OK,Thread Group 1-42,text,true,,34,0,29,29,15,0,0
1520816294344,28,TCP Sampler Text,200,OK,Thread Group 1-50,text,true,,81,0,29,29,28,0,1
1520816294324,48,TCP Sampler Text,200,OK,Thread Group 1-46,text,true,,81,0,29,29,48,0,0
1520816294326,47,TCP Sampler Text,200,OK,Thread Group 1-34,text,true,,81,0,29,29,47,0,1
1520816294327,46,TCP Sampler Text,200,OK,Thread Group 1-22,text,true,,81,0,29,29,46,0,1
1520816294328,46,TCP Sampler Binary,200,OK,Thread Group 1-40,text,true,,34,0,29,29,46,0,1
1520816294330,44,TCP Sampler Binary,200,OK,Thread Group 1-11,text,true,,34,0,29,29,44,0,0
1520816294326,49,TCP Sampler Binary,200,OK,Thread Group 1-12,text,true,,34,0,29,29,35,0,0
1520816294314,56,TCP Sampler Binary,200,OK,Thread Group 1-16,text,true,,34,0,28,28,32,0,0
1520816294358,18,TCP Sampler Text,200,OK,Thread Group 1-36,text,true,,81,0,27,27,18,0,0
1520816294358,21,TCP Sampler Binary,200,OK,Thread Group 1-23,text,true,,34,0,29,29,20,0,0
1520816294359,23,TCP Sampler Text,200,OK,Thread Group 1-35,text,true,,81,0,29,29,23,0,0
1520816294360,22,TCP Sampler Text,200,OK,Thread Group 1-37,text,true,,81,0,29,29,22,0,0
1520816294367,16,TCP Sampler Text,200,OK,Thread Group 1-38,text,true,,81,0,29,29,15,0,1
1520816294369,14,TCP Sampler Binary,200,OK,Thread Group 1-21,text,true,,34,0,29,29,14,0,0
1520816294371,13,TCP Sampler Binary,200,OK,Thread Group 1-26,text,true,,34,0,28,28,13,0,0
1520816294372,12,TCP Sampler Binary,200,OK,Thread Group 1-50,text,true,,34,0,27,27,12,0,0
1520816294373,13,TCP Sampler Binary,200,OK,Thread Group 1-34,text,true,,34,0,28,28,13,0,0
1520816294374,13,TCP Sampler Text,200,OK,Thread Group 1-40,text,true,,81,0,27,27,13,0,0
1520816294376,11,TCP Sampler Binary,200,OK,Thread Group 1-36,text,true,,34,0,27,27,11,0,0
1520816294378,10,TCP Sampler Text,200,OK,Thread Group 1-54,text,true,,81,0,26,26,10,0,0
1520816294335,53,TCP Sampler Text,200,OK,Thread Group 1-31,text,true,,81,0,26,26,53,0,0
1520816294382,7,TCP Sampler Binary,200,OK,Thread Group 1-37,text,true,,34,0,26,26,7,0,0
1520816294342,49,TCP Sampler Binary,200,OK,Thread Group 1-17,text,true,,34,0,25,25,49,0,1
1520816294336,55,TCP Sampler Text,200,OK,Thread Group 1-27,text,true,,81,0,25,25,55,0,1
1520816294388,3,TCP Sampler Binary,200,OK,Thread Group 1-31,text,true,,34,0,24,24,3,0,1
1520816294383,9,TCP Sampler Text,200,OK,Thread Group 1-51,text,true,,81,0,23,23,9,0,0
1520816294356,40,TCP Sampler Text,200,OK,Thread Group 1-45,text,true,,81,0,24,24,40,0,0
1520816294358,40,TCP Sampler Binary,200,OK,Thread Group 1-43,text,true,,34,0,24,24,40,0,1
1520816294359,40,TCP Sampler Binary,200,OK,Thread Group 1-41,text,true,,34,0,24,24,40,0,0
1520816294385,15,TCP Sampler Text,200,OK,Thread Group 1-58,text,true,,81,0,25,25,15,0,1
1520816294345,56,TCP Sampler Text,200,OK,Thread Group 1-48,text,true,,81,0,25,25,56,0,1
1520816294356,45,TCP Sampler Binary,200,OK,Thread Group 1-10,text,true,,34,0,25,25,45,0,1
1520816294357,45,TCP Sampler Text,200,OK,Thread Group 1-30,text,true,,81,0,24,24,45,0,0
1520816294360,43,TCP Sampler Binary,200,OK,Thread Group 1-39,text,true,,34,0,25,25,40,0,0
1520816294393,12,TCP Sampler Binary,200,OK,Thread Group 1-51,text,true,,34,0,26,26,12,0,0
1520816294396,9,TCP Sampler Binary,200,OK,Thread Group 1-45,text,true,,34,0,26,26,9,0,0
1520816294399,7,TCP Sampler Text,200,OK,Thread Group 1-41,text,true,,81,0,26,26,7,0,0
1520816294400,6,TCP Sampler Binary,200,OK,Thread Group 1-58,text,true,,34,0,26,26,6,0,1
1520816294401,6,TCP Sampler Binary,200,OK,Thread Group 1-48,text,true,,34,0,26,26,6,0,0
1520816294361,46,TCP Sampler Text,200,OK,Thread Group 1-44,text,true,,81,0,26,26,46,0,14
1520816294368,39,TCP Sampler Text,200,OK,Thread Group 1-47,text,true,,81,0,26,26,39,0,0
1520816294402,6,TCP Sampler Text,200,OK,Thread Group 1-60,text,true,,81,0,26,26,6,0,1
